姓名,身份证号,参保地,就诊医疗机构名称,医保就诊类别,入院时间,出院时间,结算时间,总费用,医保政策范围内费用,统筹报销金额,大额报销金额,大病报销金额,医疗救助金额,渝快保报销金额
程xxx,510xxxxxxxxxx51,江津区,佛山市第一人民医院,门诊慢特病,2025-07-31,2025-07-31,20250731,270.36,257.07,102.83,0.00,0.00,0.00,0.00
